Zdjęcie satelitarne spoglądające na ziemię.	A satellite picture looking down at the earth.	Zdjęcie satelitarne Ziemii.	4.5
Możesz jej również posłuchać, jeśli jest to sposób, w jaki chcesz poszerzyć swoją sieć.	And you can listen to her as well if this is a way that you are interested in having your web widened.	Wy też możecie jej posłuchać jeśli chcecie w ten sposób poszerzyć swoją sieć.	4.416666667
Nic się nie wydarzyło poza tym, że dostałem żółtaczki od jednej z tych rzeczy.	Nothing happened except that I got jaundiced from one of these things.	Bez efektów nie licząc żółtaczki która była efektem ubocznym po jednym z tych leków.	4.5
Bez zbytniego przesadzania wyobraź sobie świat, w którym każdy mógłby wyjść za drzwi i zaangażować się w rodzaj ćwiczeń, które sprawią, że będą bardziej zrelaksowani, spokojniejsi, wypalając stres, w którym nie wracasz do swojego biura, szalejący maniak już wtedy, gdy nie wracasz do domu z dużym stresem na sobie.	Without getting a little too extreme about this imagine a world where everybody could go out their door and engage in the kind of exercise that is going to make them more relaxed more serene burn off stress where you don not come back into your office a raging maniac anymore where you don not go back home with a lot of stress on top of you again.	Bez wdawania się w szczegóły wyobraźcie sobie świat gdzie wszyscy mogliby wyjść i zrobić coś co sprawi że będą bardzoej zrelaksowani spokojni Wracając do biura nie będą już wściekli a w domu nie będą zestresowani.	3.416666667
Zostałam mamą, a on obchodził swoje 77. urodziny i nagle bardzo się przestraszyłam.	I had become a mother and he was celebrating his 77th birthday and suddenly I was very very afraid.	Zostałam matką a on obchodził 77 me urodziny i nagle bardzo się wystraszyłam.	4.5
Ale co mam na myśli, kiedy mówię, wciskaj nasze przyciski społecznościowe.	But what do I mean when I say push our social buttons.	Co dokładnie przez to rozumiem?	3.833333333
W rzeczywistości ten materiał, który widzisz, jest jasny i przejrzysty.	In fact this material you see is clear and transparent.	Materiał który widzicie jest wyraźny i przezroczysty.	4.5
Żadnej broni, szybkości, siły, kłów, pazurów, jak zabijaliśmy te zwierzęta. Tajemnica numer jeden.	So no weapons no speed no strength no fangs no claws how were we killing these animals Mystery number one.	Zatem bez broni szybkości siły kłów ani szponów. Jak zabijaliśmy te zwierzęta?	4.416666667
Później we Francji uwielbiałem podsłuchiwać rozmowy dorosłych i słyszałem różnego rodzaju historie o moim ojcu z poprzedniego życia, zwłaszcza, że ​​był on uczestnikiem II wojny światowej, a także wojny algierskiej.	Later on in France I loved eavesdropping on grownups' conversations and I would hear all sorts of stories about my father is previous life especially that he had done World War II that he had done the Algerian war.	Później we Francji kochałam podsłuchiwać rozmowy dorosłych i słyszałam różne historie o przeszłości mojego ojca szczególnie to że działał podczas II wojny światowej że działał podczas wojny w Algierii.	4.25
Macica wypadłaby dosłownie z ciała.	The uterus would fall out literally fall out of the body.	Macica wypadłaby dosłownie wypadłaby z ciała.	4.5
Ubierali roboty.	They would dress the robots.	Ubierali je.	3.916666667
Gotowy na żarty.	Ready for some jokes.	Gotowe na kilka żartów?	4.833333333
To tylko robot.	It is just a robot.	To tylko robot.	5
To 6500 jardów po Corocie 9000 jardów za Gerhardem Richterem.	This is 6500 Yards after Corot 9000 Yards after Gerhard Richter.	To jest 6 500 jardów na cześć Corota 9 000 jardów na cześć Gerharda Richtera.	4.25
W Nigerii prawie nikt nie ma już 50 lat, a średnia długość życia wynosi 47 lat.	By the time you get to 50 it is almost no one left in Nigeria life expectancy is 47.	Jak osiągniecie wiek 50 lat w Nigerii prawie nikt nie będzie już żył średnia długość życia wynosi 47 lat.	4
Ale znajdujemy go w Papui Nowej Gwinei i na innych wyspach Melanezji i Pacyfiku.	But we do find it in Papua New Guinea and in other islands in Melanesia and the Pacific.	Ale odnajdujemy je w Papui Nowej Gwinei i innych wyspach Melanezji i na Pacyfiku.	4.666666667
Cóż, możemy również zacząć zadawać te pytania.	Well we can begin to ask those questions also.	Możemy także zacząć zadawać to pytanie.	4.666666667
I to wszystko było bardzo dziwne, a mój ból głowy tylko się pogłębiał Więc wstaję z maszyny i idę po podłodze w moim salonie i zdaję sobie sprawę, że wszystko w moim ciele zwolniło i każdy krok jest bardzo sztywny i bardzo przemyślany Nie ma płynności w moim tempie i jest to zawężenie w moim obszarze percepcji, więc skupiam się tylko na systemach wewnętrznych.	And it was all very peculiar and my headache was just getting worse So I get off the machine and I am walking across my living room floor and I realize that everything inside of my body has slowed way down And every step is very rigid and very deliberate There is no fluidity to my pace and there is this constriction in my area of perceptions so I am just focused on internal systems.	Było to bardzo dziwne. Ból głowy się pogarszał. Zeszłam więc z maszyny i uświadomiłam sobie że wszystko w mym ciele spowolniło a każdy krok wymaga skupienia. Nie szłam płynnie. Moja percepcja skurczyła się tak że odbierałam tylko swoje wnętrze.	3.833333333
Musimy inwestować w zdolność do transformacji, przechodząc od kryzysu do innowacji, w zdolność do podniesienia się po kryzysie i oczywiście do przystosowania się do nieuniknionych zmian.	We have to invest in transformations capability moving from crisis into innovation and the ability to rise after a crisis and of course to adapt to unavoidable change.	Musimy postawić na potencjał transformacji przechodzący z kryzysu do innowacji i zdolności do odbudowy po kryzysie oraz oczywiście adaptację do nieuniknionych zmian.	4.333333333
Nazywamy tę grupę ludzi, którą opisaliśmy po raz pierwszy na podstawie tego malutkiego kawałka kości Denisovańczykami od tego miejsca, w którym zostali po raz pierwszy opisani.	We call this group of humans that we then described for the first time from this tiny tiny little piece of bone the Denisovans after this place where they were first described.	Nazywamy tą grupę ludzi którą wówczas opisaliśmy po raz pierwszy od tego malutkiego kawałka kości denisovianami od nazwy miejsca gdzie po raz pierwszy ich opisano.	4.25
Potem nagle zaczął się pojawiać na pierwszych stronach gazet.	Then suddenly it started to get on front pages.	Potem nagle zaczęłam pojawiać się na pierwszych stronach gazet.	4.833333333
Ponieważ robiłem to podczas robienia tych zdjęć, zdałem sobie sprawę, że mogę dodać jeszcze jedną rzecz, którą próbowałem zrobić z tematem, który będzie kolidował z tematami, więc czekolada jest bardzo dobra, ponieważ przywodzi na myśl pomysły, które pochodzą z skatologia do romansu.	Because I was doing this while I was making these pictures I realized that I could add still another thing I was trying to make a subject something that would interfere with the themes so chocolate is very good because it has it brings to mind ideas that go from scatology to romance.	Gdy tworzyłem obrazy z cukru cały czas robiłem to i zdałem sobie sprawę że mogę dodać jeszcze kolejną rzecz. Starałem się zrobić coś co zakłócałoby tematy. Czekolada jest w tym bardzo dobra ponieważ przywodzi na myśl idee począwszy od skatologii a skończywszy na romansie	4.166666667
Więc to jest latarnia morska.	So this is a lighthouse.	To jest latarnia morska.	5
Następnie idą Personel zewnętrzny wstaje.	Then they go Outboard personnel stand up.	Następnie mówią „Personel po zewnętrznej powstać.”.	4
W ciągu nieco ponad dwóch lat napisaliśmy około 4000 pozycji, które można powielać modele, narzędzia technologiczne, pojawiające się pomysły, wszystkie zapewniające ścieżkę do przyszłości, która jest bardziej zrównoważona, bardziej sprawiedliwa i bardziej pożądana.	In a little over two years we have written up about 4000 items replicable models technological tools emerging ideas all providing a path to a future that is more sustainable more equitable and more desirable.	W niewiele ponad dwa lata napisaliśmy o 4000 rzeczy dających się odtworzyć modeli narzędzi technologicznych kształtujących się pomysłach wszystko by zapewnić ścieżkę do przyszłości która jest bardziej zrównoważona sprawiedliwsza i bardziej pożądana.	4.083333333
Ludzie uciekają od robienia rzeczy ręcznie.	People are getting away from doing hands on stuff.	Odchodzi się od praktyki. Odchodzi się od praktyki.	4.25
Ma to wpływ na Ciebie i Twoich liderów.	There is an effect on you and on your leaders.	To wszystko oddziałuje na ciebie i twoich dowódców.	4.666666667
Rozważa konsekwencje tego, co to pokolenie ma do powiedzenia reszcie z nas.	It is considering the implications of what this generation has to say to the rest of us.	Implikacjami odnośnie tego co to pokolenie ma nam wszystkim do powiedzenia.	4.5
Mohammed Ali powiedział Mi, że my.	And Mohammed Ali said Me we.	A Mohammed Ali powiedział „Ja My”.	3.833333333
To zrozumiałe i ważne.	That is understandable and important.	Jest to zrozumiałe i ważne.	5
To pierwszy eksperyment, który przeprowadziliśmy ośmioletniego chłopca po twojej prawej stronie, ucząc jego uczennicę sześcioletnią dziewczynkę, a on uczył ją, jak przeglądać.	This is the first experiment that we did eight year old boy on your right teaching his student a six year old girl and he was teaching her how to browse.	To był nasz pierwszy eksperyment ośmiolatek po prawej uczy sześciolatkę korzystania z przeglądarki internetowej.	3.333333333
Zostałem także wychowany na osobistych przykładach przywództwa.	And I also was raised with personal examples of leadership.	Wychowałem się również na bliskich mi przykładach przywództwa.	4.666666667
W trudnych czasach pesymizm jest samospełniającym się wyrokiem śmierci.	In difficult times pessimism is a self fulfilling self inflicted death sentence.	W trudnym okresie pesymizm jest samo spełniającym się samo zaaplikowanym wyrokiem śmierci.	4.583333333
Więc to trochę przypomina Gwiezdne Wojny, które znasz, ale jest prawdziwe.	So it is a little bit like Star Wars you know but it is real.	Jak z Gwiezdnych wojen ale to nie fikcja.	3.916666667
Opracowałem bardzo prosty system punktacji dla rzeźni, w którym po prostu mierzy się wyniki. Ile padło bydła.	I developed a really simple scoring system for slaughter plants where you just measure outcomes How many cattle fell down.	Opracowałam prosty system ich oceny który mierzy wyniki ile bydła upada	4.5
Widziałeś nową pracę, jaką wykonali w Waltz Towers.	Have you seen the new work they have done to the Waltz Towers.	Czy widzieliście ostatnie prace które zrobili w Waltz Towers?	4.583333333
I to przywołuje całą sprawę mojego nauczyciela przedmiotów ścisłych.	And this brings up the whole thing of my science teacher.	To przypomina mi o moim nauczycielu fizyki.	4.5
Zgadnij, który z nich jest pracownikiem JPL w samym sercu tego tłumu.	Guess which one is a JPL employee in the heart of this crowd.	Jak myślicie który jest z JPL?	4.5
Ponad 50 milionów wyświetleń w YouTube.	50 million plus views on YouTube.	ponad 50 milionów wyświetleń na YouTube.	4.666666667
Musimy popracować nad rozwojem tych wszystkich rodzajów umysłów.	We have got to work on developing all these different kinds of minds.	Musimy starać się rozwijać takie umysły.	4.666666667
LC Jest więc w stanie swobodnego spadku, ale próbuje również użyć wszystkich swoich siłowników, aby upewnić się, że znajduje się we właściwej pozycji do lądowania.	LC So it is in a free fall but it is also trying to use all of its actuators to make sure that it is in the right position to land.	W trakcie opadania lądownik stara się odpowiednio ustawić wsporniki żeby optymalnie wylądować.	3.833333333
Strasznie przepraszam, że zapomniałem podłogi.	Terribly sorry I forgot the floor.	Niezmiernie przepraszam. Zapomniałem podłogi.	3.833333333
Więc wpadliśmy na ten genialny pomysł, który jest używany tutaj na Ziemi dla helikopterów.	So we came up with this ingenious idea which is used here on Earth for helicopters.	To pomysłowe rozwiązanie przypomina latający dźwig w helikopterach.	4.25
Sektor budowlany odgrywa oczywiście istotną rolę w odbudowie.	The construction sector has a vital role obviously in reconstruction.	Sektor budownictwa pełni ważną rolę rzecz jasna w odbudowie.	4.583333333
Dlaczego Ponieważ w czasie konfliktu polityka gospodarcza zazwyczaj się pogarsza.	Why Because during conflict economic policy typically deteriorates.	Dlaczego? Ponieważ podczas konfliktu zwykle pogarsza się polityka gospodarcza.	4.333333333
Dlatego darczyńcy muszą trzymać się tej sytuacji przez co najmniej dekadę.	So the donors have to stick with this situation for at least a decade.	Czyli donatorzy muszą wytrwać w konkretnej sytuacji przez co najmniej dekadę.	4.583333333
Dlatego myślę, że łącząc te technologie, wkroczymy w nową erę, którą lubię nazywać medycyną etapu 0.	So by leveraging these technologies together I think we will enter a new era that I like to call Stage 0 medicine.	Myślę że łącząc te technologie wejdziemy w erę którą chciałbym nazwać medycyną stadium zerowego.	4.083333333
Jej ciało było podziurawione wtórnymi guzami.	Her body was riddled with secondary tumors.	Jej ciało było usiane przerzutami nowotworu.	3.916666667
Możesz to zrobić dość szybko.	You can do that quite fast.	To da się zrobić całkiem szybko.	4.666666667
U większości ludzi, którym wstrzyknął dr Southam, nie rozwinął się rak z wstrzykniętych komórek.	Most of the people that Dr Southam injected did not go on to develop cancer from the injected cells.	Większość ludzi których Dr. Southam poddał testom nie zaraziła się rakiem od wstrzykniętych komórek.	4.166666667
Istnieją różne rodzaje aplikacji łączących telefon i diagnostykę, na przykład mierzenie poziomu glukozy we krwi na telefonie iPhone i wysyłanie tego potencjalnie do lekarza, aby mógł lepiej zrozumieć i lepiej poznać poziom cukru we krwi jako diabetyk.	There are all other sorts of applications merging your phone and diagnostics for example measuring your blood glucose on your iPhone and sending that potentially to your physician so they can better understand and you can better understand your blood sugars as a diabetic.	Są różne inne rodzaje aplikacji łączące telefon i diagnostykę na przykład mierzenie poziomu cukru we krwi na iPhone ie i potencjalne przesłanie tego do lekarza by lepiej poznał on i byś ty sam lepiej poznał swoje poziomy cukru we krwi jako cukrzyk.	3.833333333
Przeszli do innej sytuacji.	They moved on to some other situation.	Przechodzili do jakiejś następnej sytuacji.	4.5
Jeśli to cię uderzy, to cię nie skrzywdzi.	If this hits you it will not hurt you.	Jeśli ktoś zostanie trafiony to nie będzie.	4.5
W moim umyśle kłębią się twarze, głosy, wrażenia Przeżywam swoje życie, jakbym się topił.	My mind teems jumbles of faces voices impressions I live my life over as though I were drowning.	Umysł pełen kolaży twarzy głosów wrażeń życie przepływa mi przed oczami tak jakbym tonął.	4.25
Wiedziałem o tym, ale spodziewałem się czegoś.	I knew this but I was expecting something.	Mimo tej świadomości czegoś się spodziewałem.	4.666666667
Dla mnie chodzi o odkrywanie ludzkich granic, odkrywanie granic fizjologii psychologii i technologii. To mnie ekscytuje.	For me this is about exploring human limits about exploring the limits of physiology of psychology and of technology They are the things that excite me.	Mnie chodzi o odkrywanie ludzkich możliwości Odkrywanie granic psychologicznych i technologicznych. To granice które mnie fascynują.	4.333333333
Nie mam tego na myśli ani przez chwilę.	I don not mean that for a moment.	Ani na chwilę w to nie uwierzę.	4.333333333
Nie dlatego, że Ameryka to naciska, ale dlatego, że ciągnie to świat.	Not because America is pushing it but because the world is pulling it.	Nie dlatego że Ameryka go narzuca. Ale dlatego że świat go pragnie.	4.416666667
Chodzi mi o to, że świat trzyma mnie tak mocno, dobre i złe, moje własne szaleństwa i słabości, że nawet ta fałszywa Wenus z jej pozornym żarem i jej biustem prawdopodobnie wypełnionym żelem, więc porusza mnie, że łapie oddech.	What I mean is the world holds me so tightly the good and the bad my own follies and weakness that even this counterfeit Venus with her sham heat and her bosom probably plumped with gel so moves me my breath catches.	Wierzę za to że świat tak kurczowo mnie trzyma to dobre i to złe moje wariactwa i słabości że nawet ta podrabiana Wenus z udawanym żarem piersią poprawianą pewnie silikonem wciąż mnie porusza Dech zapiera.	3.5
Myśląc o władzy w tym stuleciu, chcemy uciec od poglądu, że to wszystko, co wygrywam, dla ciebie przegrać.	So as we think about power in this century we want to get away from this view that it is all I win you lose.	Więc kiedy mówimy o siłach w tym stuleciu powinniśmy porzucić pogląd moja wygrana jest Twoją stratą .	3.25
11 maja ubiegłego roku stałem sam na biegunie północnym.	On May 11th last year I stood alone at the North geographic Pole.	11 maja zeszłego roku samotnie zdobyłem biegun północny.	4.333333333
Nie było żadnej dyrektywy programowej, żadnego podręcznika, który pozwoliłby na przestrzeganie żadnych standardów w edukacji uzdolnionej w ten sposób.	There was no program directive no manual to follow no standards in gifted education in that way.	Nie było dyrektyw instrukcji do przestrzegania żadnych standardów w edukacji dla uzdolnionionych w nauczaniu tego radzaju.	3.833333333
Dziewięćdziesiąt.	Ninety.	90.	5
Na przykład to bańki mydlane pomogły nam stworzyć formę budynku, która będzie działać niezależnie od ostatecznego poziomu gruntu.	So for instance it was soap bubbles that helped us generate a building form that would work regardless of the final ground levels.	Więc dla przykładu oto bańki mydlane które pomogły nam stworzyć kształt budynku bez względu na końcowy poziom terenu.	4.583333333
Dajesz mu nacisk, to staje się równoległobokiem.	You give it a push this becomes a parallelogram.	Popychamy i jest równoległobok.	4.333333333
Kupiłem więc tylko jeden egzemplarz wszystkiego, co było sprzedawane na poboczu.	So I just bought one specimen of everything which was sold on the roadside.	Kupiłem po jednej sztuce wszystkiego co sprzedawali przy drodze.	4.333333333
A trzeciego dnia byłaby to czapka Shikari, tak jak czapka poszukiwacza przygód.	And the third day it would be a Shikari cap just like an adventurer is cap.	Trzeciego dnia miał czapkę Shikariego odkrywcy znanego z komiksów.	4.416666667
Nie wiedziałem, co robią, straciłem kontrolę nad swoją klasą.	I didn not know what they were doing I would lost control of my classroom.	Nie miałem pojęcia co oni robią. Straciłem kontrolę nad moją klasą.	4.333333333
Teraz naprawdę sprytnym kawałkiem jest to, co zrobili z odpadami kartonowymi.	Now the really clever bit is what they did with the cardboard waste.	Kawał dobrej roboty sprawił że papier już się nie marnuje	4.25
O tak w stu procentach.	Oh yeah Hundred percent.	Jasne. 100 procent.	4.666666667
Jeśli chcesz dobrze ułożyć kolorowy dysk, wszystkie te siedem kolorów zlewa się.	If you want to put a colored disk well all these seven colors coalesce.	Można też założyć kolorową tarczę a siedem kolorów się zjednoczy.	4.083333333
A na statku było dużo pasażerów i zaczęli się nudzić, więc kapitan zaprosił ich na pokład.	And there were lots of passengers on the ship and they were getting bored so the captain invited them on the deck.	Pasażerowie się nudzili więc kapitan zaprosił ich na pokład.	4.666666667
Jest tam po prostu jakiś nieprzyjemny czynnik.	There is just kind of an ick factor there.	Jest w tym coś odrażającego.	4.416666667
Lee Smolin o nauce i demokracji.	Lee Smolin on science and democracy.	Lee Smolin Nauka jest jak demokracja.	4.583333333
Chodzi mi o to, że wszystko ładnie się rozwija i jesteśmy coraz bardziej pewni siebie.	I mean everything is scaling up very nicely and we are getting more confident.	Mam na myśli to że wszystko jak dotąd jest wydajne. Pozyskujemy coraz to większe zaufanie.	4.5
I prawdopodobnie będę potrzebował hobby jako mechanizmu poziomującego.	And I probably will need a hobby as a leveling mechanism.	I prawdopodobnie potrzebuję jakiegoś hobby dla zachowania balansu.	4.583333333
Więc w takim relacyjnym wszechświecie, jeśli natkniesz się na coś, co jest uporządkowane i zbudowane, jak to urządzenie tutaj lub to urządzenie tam, lub coś pięknego, jak wszystkie żywe istoty, wszyscy z was w pokoju, chłopaki, z fizyki, przy okazji, jest ogólnym terminem mężczyźni i kobiety.	So in such a relational universe if you come upon something that’s ordered and structured like this device here or that device there or something beautiful like all the living things all of you guys in the room guys in physics by the way is a generic term men and women.	W takim świecie relacyjnym jeśli natkniecie się na coś uporządkowanego strukturalnego jak to urządzenie tutaj albo jak tamto albo coś pięknego jak wszystkie żywe istoty wszyscy ludzie tutaj przy okazji w fizyce termin ludzie oznacza i mężczyzn i kobiety.	3.666666667
To było chyba w 1968 roku.	This was in 1968 I guess it was.	To było w 1968 o ile się nie mylę.	4.583333333
Cóż, umierasz, więc poziom wirusa spada do zera.	Well you die so your viral load goes to zero.	Człowiek umiera więc ilość wirusa spada do zera.	4.5
Cóż, ja sam spędziłem ostatnie 30 lat mojego życia, pracując nad trzema dużymi projektami, które naprawdę próbują poważnie potraktować ideę obliczeń.	Well I myself have spent the past 30 years of my life working on three large projects that really try to take the idea of computation seriously.	Cóż ja osobiście poświęciłem ostatnie 30 lat mojego życia pracując nad trzema dużymi projektami które naprawdę starają się traktować ideę obliczalności serio.	4.583333333
Jeśli pójdziesz dalej, jest to nieco bardziej skomplikowany program, który teraz wykonuje różnego rodzaju algorytmiczne rzeczy, tworzy interfejs użytkownika i tak dalej.	If you go on that is a slightly more complicated program that is now doing all sorts of algorithmic things and creating user interface and so on.	Idąc dalej nagle tworzymy bardziej skomplikowany program który nagle robi wiele algorytmicznych obliczeń wraz z tworzeniem interfejsu użytkownika itp.	4.583333333
To dotyczy nowych infekcji.	This is of new infections.	To dotyczy nowych infekcji.	5
W tamtych czasach wyzwalacze perkusyjne były nowe.	At that time drum triggers were new.	W tamtym czasie pady perkusyjne był czymś nowym.	4.666666667
Oto kolejny.	Here is another one.	Tu mamy kolejnego.	4.666666667
Ale co ciekawe, dorosły Triceratops był również gąbczasty.	But what was interesting was the adult Triceratops was also spongy.	Ale co ciekawe dorosły triceratops też był gąbczasty.	4.833333333
Kopuła ta mała kopuła rośnie bardzo szybko.	The dome that little dome is growing really fast.	Ta kopuła ta mała kopuła rośnie bardzo szybko.	4.75
Wygląda na to, że może się jeszcze powiększyć.	It looks like it could still get bigger.	Wygląda na to że mogłaby być jeszcze większa.	4.5
Z tego programu wyszła taśma klejąca, podobnie jak Art Fry opracował karteczki samoprzylepne z okresu osobistego dla 3M.	Scotch tape came out of this program as well as Art Fry developed sticky notes from during his personal time for 3M.	Dzięki temu programowi wynaleziono taśmę klejącą a Art Fry stworzył samoprzylepne karteczki w czasie swego czasu wolnego w ramach 3M.	4.416666667
Maksymalnie 5000 i żadnych rakiet Nie, nie, nie zamierzam tego zrobić.	5000 maximum and no rockets No no not going to do it.	Góra 5 000 zero wyrzutni rakiet. Nie nie nic z tego .	4.583333333
Zatem allometryczna ontogeneza czaszki to względny wzrost czaszki.	So allometric cranial ontogeny is relative skull growth.	Więc allometryczna ontogeneza czaszki to względny wzrost czaszki.	5
W takim razie jest to dość gadatliwy, gadatliwy rodzaj krzesła.	Then this is a fairly talkative verbose kind of chair.	Mamy także takie rozgadane rozwlekłe krzesło.	3.833333333
Jest wiele różnych kształtów.	And there is lots of different shapes.	Mają one wiele różnych kształtów.	5
Nie był zbyt udany I tak dalej i tak dalej.	Was not very successful And so on and so forth.	To nie było zbyt udane. I tak dalej.	4.5
Chodzili do kawiarni, gdzie opowiadali historię przed publicznością często improwizującą.	They would go to coffee houses where they would tell a story in front of an audience often improvising.	Wędrowali z kawiarni do kawiarni opowiadając historie przed publicznością często improwizując.	4.166666667
Kiedy w Ameryce ukazała się moja pierwsza powieść napisana po angielsku, usłyszałem interesującą uwagę krytyka literackiego.	When my first novel written in English came out in America I heard an interesting remark from a literary critic.	Kiedy wyszła moja pierwsza anglojęzyczna opowieść w Stanach usłyszałam ciekawą uwagę od krytyka literackiego.	4.666666667
Teraz nie wygląda na naszą rodzinną planetę.	Now it doesn not look like our home planet.	Nie wygląda jak ona?	4.583333333
Po tym, jak odwiedziła wszystkie cztery planety, Carl Sagan, który jest jednym z moich wielkich bohaterów, wpadł na wspaniały pomysł odwrócenia Voyagera i zrobienia zdjęcia każdej planety, którą odwiedził.	And after it visited all four of those planets Carl Sagan who is one of my great heroes had the wonderful idea of turning Voyager around and taking a picture of every planet it had visited.	A kiedy był u końca swojej podróży Carl Sagan jeden z moich bohaterów miał wspaniały pomysł by go obrócić i zrobić zdjęcie wszystkim tym planetom.	4.166666667
I dlaczego powinniśmy się tym przejmować.	And why should we care about this.	Dlaczego powinno nas to obchodzić?	4.333333333
Być może wcale nie jest to właściwy sposób na rozpoczęcie.	Perhaps that is not the right way to start at all.	Może to wcale nie tak powinno się zaczynać.	4.583333333
Powinniśmy uczyć młodych ludzi i siebie samych, jak poszerzać swoje serca i pisać, co czujemy.	We should teach young people and ourselves to expand our hearts and write what we can feel.	Powinniśmy nauczać młodzież i samych siebie otworzyć serca i pisali o tym co potrafimy czuć.	4.333333333
Więc zasadniczo mówimy, że być może jest to siedlisko życia w Układzie Słonecznym.	So what we are saying essentially is maybe that is a habitat for life in the solar system.	Przypuszczamy że może to być środowisko odpowiednie dla życia.	4.416666667
Z pewnością wiemy wystarczająco dużo.	Surely we know enough.	Wiemy wystarczająco dużo.	4.666666667
To staje się dla nich bardzo potężną siłą, która sprawia, że ​​ich marka jest bardziej elastyczna.	So that becomes a very powerful force for them to make their brand more elastic.	Tak więc mocną stroną Zagat są ludzie którzy czynią ich markę elastyczną.	4.25
Jestem też matką.	And I am also a mother.	Ale jestem także matką.	4.833333333
A jeśli się nad tym zastanowić, bardzo ważne jest, aby mit strategii został utrzymany.	And if you think about it it is very very important that the strategy myth is maintained.	Łatwo zrozumieć że jest bardzo istotne by mit strategii został zachowany.	4.666666667
Ale najważniejsze jest to, że istnieje sposób, w którym przy stole zasiada więcej kobiet, próbując rozwinąć pewne zrozumienie.	But the bottom line is that there is a way when there are more women at the table that there is an attempt to develop some understanding.	Ale faktycznie jest tak że kiedy jest więcej kobiet przy stole pojawia się próba rozwinięcia porozumienia.	3.75
Nie wiedziałem wtedy o środowisku.	I didn’t know about the environment then.	Nie wiedziałem wtedy o środowisku.	5
Miałem 27 lat, myślałem, że wiem wszystko.	I was 27 I thought I knew everything.	Miałem 27 lat. Myślałem że wiem wszystko.	4.833333333
Chiny mają rację.	It is China right.	Właśnie Chiny.	4.166666667
Więc istnieje pasmo, które przebiega w ten sposób wzdłuż jednej helisy i wiąże ją, przeskakuje do innej helisy i wraca.	So there is a strand that goes like this goes along one helix and binds it jumps to another helix and comes back.	Tu widzimy jak krótki łańcuch zakręca wokół helisy łączy się z inną i wraca	4.333333333
To, o co tak naprawdę chodzi, to branie pod uwagę informatyki i patrzenie na wielkie pytania w nowym świetle, zadawanie nowych wersji tych wielkich pytań i próba zrozumienia, w jaki sposób biologia może robić tak niesamowite rzeczy. Dziękuję.	What it is really about is taking computer science and looking at big questions in a new light asking new versions of those big questions and trying to understand how biology can make such amazing things Thank you.	To nowa informatyka nowe spojrzenie na wielkie pytania zadawanie ich w nowej wersji i próba zrozumienia jak biologia tworzy tyle wspaniałości. Dziękuję.	4.25
Jednym z nich jest również to, że chociaż logicznie logicznie jest to całkiem niezły pomysł, aby mieć windę bez przycisku w górę iw dół, jeśli obsługuje tylko dwa piętra, jest to w rzeczywistości okropne, okropne.	One of them also being although logically it is quite a good idea to have a lift with no up and down button in it if it only serves two floors it is actually bloody terrifying okay.	Oto jedna z nich na logikę to niezły pomysł żeby nie było przycisków w windzie która obsługuje tylko dwa poziomy ale w praktyce to przerażające.	3.5
Żółty znak Dokładnie tego będą oczekiwać.	A yellow sign That is exactly what they will be expecting.	Żółty znak? Tego się spodziewają.	4.583333333
Jest to mała wiadomość od nas na naszą własną małą drogę do wrogów ludzkości islamu w Azji Południowej w Indiach i Pakistanie, że ludzkość będzie nadal kwitnąć niezależnie od takich nikczemnych ataków.	It is a small message from us in our own small way to the enemies of humanity of Islam of South Asia of India and of Pakistan that humanity will continue to bloom irrespective of such dastardly attacks.	Jest to mała wiadomość od nas w naszym ograniczonym zakresie do wrogów ludzkości Islamu południowej Azji Indii oraz Pakistanu głosząca że ludzkość będzie kontynuowała swój rozkwit niezależnie od takich podłych ataków.	4.166666667
Już odkryliśmy, że świat to najwyższe góry świat to najgłębsze doliny podwodne jeziora podwodne wodospady wiele z tego podzieliliśmy się z wami ze sceny.	Already we have found the world is highest mountains the world is deepest valleys underwater lakes underwater waterfalls a lot of that we shared with you from the stage.	Znaleźliśmy już tam najwyższe góry jak i najgłębsze doliny na świecie podwodne jeziora wodospady Dużo z tego co tu pokazaliśmy.	4.083333333
Przechodząc, przechodzimy oczywiście do doradztwa.	Moving over we come of course to consultancy.	Tu mamy oczywiście doradztwo.	4.083333333
Dzięki sieciom społecznościowym jest to niesamowity sposób szybkiego zwiększania liczby osób, które wszyscy mamy wokół siebie, we własnych wspierających społecznościach.	With social networks it is an amazing way growing the number of people that we all have around us in our own supportive communities rapidly.	Sieci społeczne to niesamowity sposób który nagle zwiększa ilość osób które nas otaczają w naszych społecznościach.	4.083333333
Teraz dla tych z Was, którzy nie są zaznajomieni z tym urządzeniem, jest to kontroler do gier wideo za 40 USD.	Now for those of you who aren not familiar with this device it is a $40 video game controller.	Jeśli ktoś nie zna tego urządzenia jest to kosztujący 40 dolarów kontroler do konsoli gier wideo	4.666666667
Niektóre kolory mają zahipnotyzować te piękne wzory. A potem ostatni z moich ulubionych, ten wiatraczek.	Some of the colors are designed to hypnotize these lovely patterns And then this last one one of my favorites this pinwheel design.	Niektóre barwy mają hipnotyzować. Piękne wzory. I ostatni przykład jeden z moich ulubionych w kształcie wiatraczka.	3.916666667
